Date,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Completed
2025-06-26,2310.62,0,100,2041.01,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.17,30,150,50,25,220,87.71,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,105.51,2.5,0.8,2,3.5,true
2025-06-27,2174.86,0,100,2279.13,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,235.70,30,150,50,25,220,75.73,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,136.49,2.5,0.8,2,3.5,true
2025-06-28,2428.99,0,100,2431.89,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,229.49,30,150,50,25,220,82.63,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,100.99,2.5,0.8,2,3.5,true
2025-06-29,2266.20,0,100,2205.96,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,249.27,30,150,50,25,220,86.95,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,105.14,2.5,0.8,2,3.5,true
2025-06-30,2364.17,0,100,2459.05,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,228.81,30,150,50,25,220,74.99,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,138.05,2.5,0.8,2,3.5,true
2025-07-01,2225.52,0,100,2279.81,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,243.58,30,150,50,25,220,74.52,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,136.00,2.5,0.8,2,3.5,true
2025-07-02,2286.87,0,100,2410.32,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.97,30,150,50,25,220,84.51,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,115.14,2.5,0.8,2,3.5,true
2025-07-03,2416.98,0,100,2002.53,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,205.76,30,150,50,25,220,87.44,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,104.80,2.5,0.8,2,3.5,true
2025-07-04,2124.67,0,100,2448.85,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,202.61,30,150,50,25,220,72.95,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,139.62,2.5,0.8,2,3.5,true
2025-07-05,2351.18,0,100,2006.16,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,227.46,30,150,50,25,220,86.96,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,118.55,2.5,0.8,2,3.5,true
2025-07-06,2073.29,0,100,2353.62,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.49,30,150,50,25,220,86.36,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,111.17,2.5,0.8,2,3.5,true
2025-07-07,2200.01,0,100,2131.44,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,225.61,30,150,50,25,220,84.12,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,106.34,2.5,0.8,2,3.5,true
2025-07-08,2104.62,0,100,2349.63,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,224.78,30,150,50,25,220,70.44,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,126.00,2.5,0.8,2,3.5,true
2025-07-09,2061.69,0,100,2425.52,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.61,30,150,50,25,220,89.81,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,120.95,2.5,0.8,2,3.5,true
2025-07-10,2225.24,0,100,2180.94,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,225.85,30,150,50,25,220,79.36,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,133.34,2.5,0.8,2,3.5,true
2025-07-11,2474.20,0,100,2404.06,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,225.60,30,150,50,25,220,86.59,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,140.88,2.5,0.8,2,3.5,true
2025-07-12,2048.43,0,100,2214.14,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,240.55,30,150,50,25,220,76.06,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,125.60,2.5,0.8,2,3.5,true
2025-07-13,2203.26,0,100,2341.05,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.24,30,150,50,25,220,78.40,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,143.07,2.5,0.8,2,3.5,true
2025-07-14,2337.13,0,100,2089.50,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,216.79,30,150,50,25,220,78.56,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,147.84,2.5,0.8,2,3.5,true
2025-07-15,2488.07,0,100,2127.86,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,228.41,30,150,50,25,220,73.28,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,123.23,2.5,0.8,2,3.5,true
2025-07-16,2034.39,0,100,2059.17,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,211.46,30,150,50,25,220,79.13,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,130.93,2.5,0.8,2,3.5,true
2025-07-17,2380.11,0,100,2064.18,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,215.06,30,150,50,25,220,82.83,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,129.30,2.5,0.8,2,3.5,true
2025-07-18,2444.72,0,100,2034.56,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.76,30,150,50,25,220,80.20,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,100.72,2.5,0.8,2,3.5,true
2025-07-19,2039.89,0,100,2200.90,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,219.01,30,150,50,25,220,70.82,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,141.81,2.5,0.8,2,3.5,true
2025-07-20,2497.17,0,100,2424.79,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,245.60,30,150,50,25,220,75.97,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,103.46,2.5,0.8,2,3.5,true
2025-07-21,2154.09,0,100,2193.09,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,240.07,30,150,50,25,220,86.85,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,102.78,2.5,0.8,2,3.5,true
2025-07-22,2454.25,0,100,2056.91,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,231.85,30,150,50,25,220,87.50,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,100.20,2.5,0.8,2,3.5,true
2025-07-23,2146.01,0,100,2472.60,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,244.43,30,150,50,25,220,82.81,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,148.62,2.5,0.8,2,3.5,true
2025-07-24,2003.06,0,100,2177.56,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,228.65,30,150,50,25,220,79.50,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,106.32,2.5,0.8,2,3.5,true
2025-07-25,2468.41,0,100,2255.23,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,208.53,30,150,50,25,220,72.66,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.42,2.5,0.8,2,3.5,true
2025-07-26,2431.25,0,100,2403.57,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,224.60,30,150,50,25,220,75.64,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,134.83,2.5,0.8,2,3.5,true
2025-07-27,2384.71,0,100,2181.99,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,229.38,30,150,50,25,220,83.15,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.12,2.5,0.8,2,3.5,true
2025-07-28,2237.48,0,100,2391.08,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.21,30,150,50,25,220,87.23,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,108.92,2.5,0.8,2,3.5,true
2025-07-29,2035.22,0,100,2349.88,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,219.91,30,150,50,25,220,81.76,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,119.38,2.5,0.8,2,3.5,true
2025-07-30,2007.12,0,100,2331.42,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,238.23,30,150,50,25,220,89.92,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,118.53,2.5,0.8,2,3.5,true
2025-07-31,2172.64,0,100,2060.51,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,235.68,30,150,50,25,220,81.17,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,104.69,2.5,0.8,2,3.5,true
2025-08-01,2461.27,0,100,2492.69,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,220.49,30,150,50,25,220,85.21,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,120.66,2.5,0.8,2,3.5,true
2025-08-02,2073.53,0,100,2237.54,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,241.16,30,150,50,25,220,74.01,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,117.23,2.5,0.8,2,3.5,true
2025-08-03,2299.72,0,100,2067.80,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,204.23,30,150,50,25,220,70.43,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,148.55,2.5,0.8,2,3.5,true
2025-08-04,2466.82,0,100,2351.05,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,216.78,30,150,50,25,220,87.64,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,142.77,2.5,0.8,2,3.5,true
2025-08-05,2323.46,0,100,2184.72,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.86,30,150,50,25,220,70.87,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,142.67,2.5,0.8,2,3.5,true
2025-08-06,2425.91,0,100,2258.71,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.44,30,150,50,25,220,88.11,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,102.65,2.5,0.8,2,3.5,true
2025-08-07,2201.73,0,100,2153.56,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,227.56,30,150,50,25,220,78.48,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,140.93,2.5,0.8,2,3.5,true
2025-08-08,2384.08,0,100,2410.05,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,244.12,30,150,50,25,220,84.16,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,134.54,2.5,0.8,2,3.5,true
2025-08-09,2228.93,0,100,2001.16,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,229.14,30,150,50,25,220,79.75,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.93,2.5,0.8,2,3.5,true
2025-08-10,2296.11,0,100,2045.76,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,203.82,30,150,50,25,220,88.13,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,108.30,2.5,0.8,2,3.5,true
2025-08-11,2288.93,0,100,2468.58,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,228.40,30,150,50,25,220,87.25,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,146.59,2.5,0.8,2,3.5,true
2025-08-12,2123.21,0,100,2164.03,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,246.33,30,150,50,25,220,70.35,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,149.38,2.5,0.8,2,3.5,true
2025-08-13,2140.24,0,100,2249.44,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,203.33,30,150,50,25,220,77.09,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,135.97,2.5,0.8,2,3.5,true
2025-08-14,2036.03,0,100,2277.15,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,218.18,30,150,50,25,220,79.71,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,135.30,2.5,0.8,2,3.5,true
2025-08-15,2375.45,0,100,2143.91,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,212.62,30,150,50,25,220,78.04,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,118.37,2.5,0.8,2,3.5,true
2025-08-16,2269.99,0,100,2117.86,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,210.00,30,150,50,25,220,88.36,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,137.41,2.5,0.8,2,3.5,true
2025-08-17,2325.45,0,100,2409.06,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,245.86,30,150,50,25,220,71.81,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,137.23,2.5,0.8,2,3.5,true
2025-08-18,2393.83,0,100,2061.22,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,243.80,30,150,50,25,220,71.36,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,127.38,2.5,0.8,2,3.5,true
2025-08-19,2221.27,0,100,2139.23,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.67,30,150,50,25,220,83.23,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,112.75,2.5,0.8,2,3.5,true
2025-08-20,2415.01,0,100,2022.69,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.90,30,150,50,25,220,76.54,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,113.19,2.5,0.8,2,3.5,true
2025-08-21,2418.69,0,100,2262.61,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,222.19,30,150,50,25,220,83.25,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,107.55,2.5,0.8,2,3.5,true
2025-08-22,2055.47,0,100,2183.91,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,220.39,30,150,50,25,220,77.93,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,108.16,2.5,0.8,2,3.5,true
2025-08-23,2156.47,0,100,2171.43,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,231.21,30,150,50,25,220,89.50,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,147.01,2.5,0.8,2,3.5,true
2025-08-24,2164.08,0,100,2388.72,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,238.21,30,150,50,25,220,72.38,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.67,2.5,0.8,2,3.5,true
2025-08-25,2156.87,0,100,2263.81,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,239.71,30,150,50,25,220,79.86,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,147.05,2.5,0.8,2,3.5,true
2025-08-26,2391.83,0,100,2027.36,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,205.57,30,150,50,25,220,81.88,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.67,2.5,0.8,2,3.5,true
2025-08-27,2056.27,0,100,2457.79,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,249.90,30,150,50,25,220,86.62,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,126.57,2.5,0.8,2,3.5,true
2025-08-28,2248.98,0,100,2373.81,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,219.39,30,150,50,25,220,83.68,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,145.35,2.5,0.8,2,3.5,true
2025-08-29,2285.12,0,100,2488.91,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,223.96,30,150,50,25,220,76.79,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,149.51,2.5,0.8,2,3.5,true
2025-08-30,2044.50,0,100,2080.14,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,236.23,30,150,50,25,220,77.52,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,113.33,2.5,0.8,2,3.5,true
2025-08-31,2282.76,0,100,2407.66,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,237.50,30,150,50,25,220,71.82,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,122.01,2.5,0.8,2,3.5,true
2025-09-01,2397.71,0,100,2057.78,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,221.81,30,150,50,25,220,84.11,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,143.89,2.5,0.8,2,3.5,true
2025-09-02,2059.82,0,100,2157.69,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,208.69,30,150,50,25,220,83.23,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.39,2.5,0.8,2,3.5,true
2025-09-03,2024.72,0,100,2190.42,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,236.93,30,150,50,25,220,81.62,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,111.26,2.5,0.8,2,3.5,true
2025-09-04,2118.29,0,100,2452.12,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,204.97,30,150,50,25,220,71.04,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,109.94,2.5,0.8,2,3.5,true
2025-09-05,2395.10,0,100,2128.20,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,240.38,30,150,50,25,220,89.77,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,122.29,2.5,0.8,2,3.5,true
2025-09-06,2087.59,0,100,2124.15,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,236.56,30,150,50,25,220,82.98,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,143.86,2.5,0.8,2,3.5,true
2025-09-07,2162.59,0,100,2395.83,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,203.11,30,150,50,25,220,72.57,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,122.52,2.5,0.8,2,3.5,true
2025-09-08,2167.95,0,100,2303.01,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,241.52,30,150,50,25,220,80.63,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,113.52,2.5,0.8,2,3.5,true
2025-09-09,2119.93,0,100,2097.42,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,201.51,30,150,50,25,220,74.46,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,131.81,2.5,0.8,2,3.5,true
2025-09-10,2039.65,0,100,2061.87,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,215.74,30,150,50,25,220,89.76,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,122.96,2.5,0.8,2,3.5,true
2025-09-11,2106.16,0,100,2045.09,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,243.72,30,150,50,25,220,84.93,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,118.03,2.5,0.8,2,3.5,true
2025-09-12,2326.75,0,100,2423.86,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,226.62,30,150,50,25,220,72.75,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,104.47,2.5,0.8,2,3.5,true
2025-09-13,2085.27,0,100,2230.66,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,247.67,30,150,50,25,220,74.09,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,121.38,2.5,0.8,2,3.5,true
2025-09-14,2461.48,0,100,2304.82,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,220.74,30,150,50,25,220,87.67,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,149.91,2.5,0.8,2,3.5,true
2025-09-15,2415.34,0,100,2214.53,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,201.38,30,150,50,25,220,76.79,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,137.71,2.5,0.8,2,3.5,true
2025-09-16,2086.72,0,100,2268.04,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,214.76,30,150,50,25,220,76.76,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,102.72,2.5,0.8,2,3.5,true
2025-09-17,2042.42,0,100,2456.02,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,204.37,30,150,50,25,220,78.26,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,122.01,2.5,0.8,2,3.5,true
2025-09-18,2340.17,0,100,2096.84,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,220.01,30,150,50,25,220,84.74,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,117.57,2.5,0.8,2,3.5,true
2025-09-19,2437.50,0,100,2385.34,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,203.85,30,150,50,25,220,70.02,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,130.01,2.5,0.8,2,3.5,true
2025-09-20,2160.47,0,100,2045.51,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,244.51,30,150,50,25,220,82.86,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,128.50,2.5,0.8,2,3.5,true
2025-09-21,2333.35,0,100,2016.42,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,217.54,30,150,50,25,220,72.29,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,131.23,2.5,0.8,2,3.5,true
2025-09-22,2335.45,0,100,2165.75,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,241.67,30,150,50,25,220,83.55,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,104.60,2.5,0.8,2,3.5,true
2025-09-23,2383.44,0,100,2440.68,1.2,1.3,16,5,1.3,2.4,400,900,90,600,15,120,1000,0.9,18,400,2.3,700,3500,55,2300,11,235.54,30,150,50,25,220,78.17,300,30,15,20,0,1.6,17,1,2,3,5,4,1.5,3,140.35,2.5,0.8,2,3.5,true
